X,CH1
1311,-2.40E-2
1312,-2.40E-2
1313,4.00E-3
1314,-2.40E-2
1315,4.00E-3
1316,-2.40E-2
1317,4.00E-3
1318,4.00E-3
1319,-2.40E-2
1320,0.00E+0
1321,-2.40E-2
1322,0.00E+0
1323,-2.40E-2
1324,0.00E+0
1325,-2.40E-2
1326,-2.40E-2
1327,4.00E-3
1328,0.00E+0
1329,-2.40E-2
1330,4.00E-3
1331,-2.40E-2
1332,0.00E+0
1333,-2.40E-2
1334,-2.40E-2
1335,0.00E+0
1336,-2.40E-2
1337,4.00E-3
1338,0.00E+0
1339,-2.40E-2
1340,0.00E+0
1341,-2.40E-2
1342,0.00E+0
1343,-2.40E-2
1344,-2.40E-2
1345,0.00E+0
1346,-2.00E-2
1347,0.00E+0
1348,-2.00E-2
1349,0.00E+0
1350,-2.40E-2
1351,0.00E+0
1352,-2.40E-2
1353,0.00E+0
1354,0.00E+0
1355,-2.40E-2
1356,0.00E+0
1357,-2.40E-2
1358,0.00E+0
1359,-2.40E-2
1360,0.00E+0
1361,-2.40E-2
1362,0.00E+0
1363,-2.40E-2
1364,0.00E+0
1365,-2.40E-2
1366,0.00E+0
1367,-2.40E-2
1368,4.00E-3
1369,-2.40E-2
1370,0.00E+0
1371,-2.40E-2
1372,0.00E+0
1373,-2.40E-2
1374,-2.40E-2
1375,0.00E+0
1376,0.00E+0
1377,-2.40E-2
1378,0.00E+0
1379,-2.40E-2
1380,-2.40E-2
1381,4.00E-3
1382,0.00E+0
1383,-2.40E-2
1384,0.00E+0
1385,-2.40E-2
1386,0.00E+0
1387,-2.40E-2
1388,0.00E+0
1389,-2.40E-2
1390,0.00E+0
1391,-2.40E-2
1392,0.00E+0
1393,-2.40E-2
1394,-2.40E-2
1395,0.00E+0
1396,-2.40E-2
1397,4.00E-3
1398,0.00E+0
1399,-2.40E-2
