WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
339.058	115.438	118.151	100.799	-0.143669367870878		
339.420	109.673	110.182	105.038	-0.0413920503085692		
339.782	93.054	96.276	104.190	0.119685505668538		
340.144	92.376	103.738	110.295	0.20493234308002		
340.506	86.948	106.112	113.008	0.411274763531527		
340.868	95.937	98.481	113.347	0.224422100820152		
341.230	101.534	96.955	113.177	0.146547467596797		
341.592	108.316	105.434	113.177	0.0547513501524863		
341.954	104.925	98.651	92.828	-0.140762966873374		
342.316	100.346	96.446	94.015	-0.060063581417371		
342.678	91.697	102.381	93.506	0.0180537253317009		
343.040	92.376	101.703	89.605	-0.0283788729385849		
343.402	91.528	105.095	91.641	0.00108910024922884		
343.764	94.580	109.503	101.816	0.071487862499644		
344.126	95.598	115.099	98.424	0.0277062954242017		
344.487	102.721	110.860	102.664	-0.000550867683083883		
344.849	93.902	120.355	106.734	0.158433687968379		
345.211	85.082	113.234	109.447	0.266797956339493		
345.572	81.860	110.351	108.260	0.25809106828135		
345.934	83.386	108.486	114.703	0.38396241958427		
346.296	79.994	114.421	115.381	0.386015463582355		
346.657	76.771	101.025	104.869	0.313848536878751		
347.019	83.047	99.838	98.424	0.165800524163264		
347.380	82.877	101.873	103.342	0.177398470590312		
347.742	82.538	107.469	105.547	0.199018620822107		
348.104	89.832	109.843	101.138	0.0851566238093172		
348.465	100.516	118.490	110.125	0.0669081681372019		
348.826	100.686	123.067	112.838	0.0872824076210013		
349.188	99.159	132.222	116.738	0.1265311585799		
349.549	90.849	124.254	116.568	0.195888408083928		
349.911	87.796	120.694	119.620	0.237358014308164		
350.272	84.065	131.544	119.111	0.263492123423895		
350.633	84.743	133.239	115.212	0.271699113887057		
350.995	97.463	127.984	109.616	0.117895391460591		
351.356	103.399	127.814	114.195	0.110940675574284		
351.717	100.855	129.679	119.959	0.201328475535502		
352.078	101.534	121.033	129.114	0.25193280531389		
352.440	104.586	120.185	133.521	0.271194033108531		
352.801	94.072	118.151	129.283	0.334108472658454		
353.162	91.188	118.490	125.893	0.32072157269033		
353.523	90.340	116.286	121.824	0.242811302474384		
353.884	88.814	109.843	112.160	0.175685310505796		
354.245	79.824	107.638	108.769	0.200399806673111		
354.606	84.234	120.694	102.494	0.122872829702956		
354.967	90.849	122.220	105.038	0.0948985510067281		
355.328	95.598	124.932	105.038	0.0640886800263496		
355.689	99.329	124.593	102.664	0.0213594624979344		
356.050	109.843	123.745	105.038	-0.0329323710236198		
356.411	105.095	110.351	102.494	-0.017317696150628		
356.772	101.703	109.503	92.319	-0.0690227489718042		
357.133	100.855	105.264	92.489	-0.0583081112631629		
357.493	96.276	106.112	108.260	0.0810846074337761		
357.854	94.920	113.234	111.821	0.115619175543105		
358.215	91.358	112.556	123.350	0.238605520904944		
358.576	101.703	109.503	117.077	0.116177002767886		
358.936	101.703	115.099	110.464	0.06373724932591		
359.297	101.534	117.981	105.547	0.0268987007266587		
359.658	92.545	116.794	98.933	0.0418661738019435		
360.018	97.294	115.268	96.220	-0.00708845685006079		
360.379	87.287	124.254	100.460	0.0807242090215015		
360.739	81.351	120.016	101.647	0.118618896581554		
361.100	92.376	115.099	97.916	0.0329399360302843		
361.461	94.580	108.486	104.529	0.0617372013701173		
361.821	92.884	112.047	117.077	0.146279093690076		
362.181	91.358	108.147	120.129	0.176814714873095		
362.542	95.259	105.603	124.198	0.178138263581015		
362.902	81.860	106.790	118.603	0.227392919898217		
363.263	86.779	109.334	116.229	0.185480735210933		
363.623	95.598	104.077	112.669	0.106037310923337		
363.983	99.838	95.937	106.564	0.0411594078474201		
364.344	97.972	98.820	111.990	0.0914621646967404		
364.704	102.042	101.534	116.399	0.100346589107708		
365.064	105.943	94.241	115.042	0.0610535141663888		
365.424	106.112	96.616	111.482	0.038819301930477		
365.785	100.516	104.247	121.994	0.154730003595469		
366.145	98.820	97.294	116.399	0.126825858033407		
366.505	97.633	102.551	114.703	0.126940135194458		
366.865	86.948	109.503	114.025	0.20359116851939		
367.225	77.958	106.451	118.942	0.307232534023456		
367.585	85.930	109.843	115.212	0.219286846994299		
367.945	86.948	114.421	109.786	0.162566820352408		
368.305	86.948	113.403	113.347	0.184022263000796		
368.665	93.393	110.351	119.281	0.183025675670003		
369.025	93.393	117.642	117.416	0.164576227162306		
369.385	87.457	115.947	124.876	0.240374150827084		
369.745	91.358	116.625	127.080	0.22369810953105		
370.105	88.475	110.012	124.876	0.228177460429926		
370.464	83.725	113.234	124.367	0.256734026218136		
370.824	82.199	107.977	114.703	0.204101612072961		
371.184	82.877	101.534	113.347	0.179425233968204		
371.544	77.619	106.621	113.855	0.209266225790464		
371.904	78.637	109.673	113.686	0.201281180041609		
372.263	86.609	109.334	116.738	0.1707076552139		
372.623	92.206	109.673	118.433	0.159966847180985		
372.983	101.703	116.794	120.298	0.115717084942956		
373.342	101.025	111.030	129.792	0.179173374806915		
373.702	106.621	110.860	131.657	0.16220765691107		
374.061	102.890	115.099	122.841	0.130114268274633		
374.421	104.586	113.234	128.944	0.166327664492162		
374.780	87.287	113.742	127.927	0.274244052538834		
375.140	88.135	121.881	117.755	0.193667235796016		
375.499	78.806	121.881	122.333	0.271118324803643		
375.859	76.431	112.386	128.775	0.325414986578758		
376.218	67.440	121.202	119.790	0.313414358356937		
376.577	71.681	117.812	107.921	0.209047752624713		
376.937	74.565	115.438	119.111	0.250309188363357		
377.296	84.913	112.895	106.564	0.124095063443566		
377.655	90.680	114.251	106.395	0.0910266504344509		
378.014	102.042	113.403	113.686	0.0657926008025746		
378.374	104.077	123.576	120.298	0.0883282346055776		
378.733	100.855	124.424	121.824	0.116094892322654		
379.092	94.750	130.357	123.011	0.163096816276444		
379.451	93.732	128.323	119.959	0.150594723083377		
379.810	83.217	126.967	118.264	0.206318473707681		
380.169	80.163	115.438	116.399	0.203874747211961		
380.528	87.287	103.738	103.851	0.0964176958800899		
380.887	91.019	96.616	99.951	0.0537434713117463		
381.246	91.019	104.586	90.284	-0.00446113329338652		
381.605	92.376	104.077	87.740	-0.028242225621077		
381.964	101.703	105.434	83.669	-0.107551007346511		
382.323	95.089	116.455	85.365	-0.0566319657852109		
382.682	94.241	125.610	98.594	0.0254762490560408		
383.041	91.697	126.119	107.412	0.0896694319464747		
383.400	95.768	123.915	111.990	0.0909298362988762		
383.758	94.241	134.764	119.111	0.134539729423866		
384.117	92.206	126.627	113.516	0.114515760681893		
384.476	88.305	120.863	107.921	0.106951874292307		
384.835	90.171	124.932	100.460	0.0546346164019781		
385.193	89.153	127.984	94.693	0.0293927559837113		
385.552	93.054	120.524	99.951	0.0388874626839195		
385.911	88.644	125.780	102.325	0.0756785487720593		
386.269	91.697	128.323	104.529	0.07404887747719		
386.628	94.580	117.133	118.264	0.136471393777977		
386.986	100.346	117.133	123.689	0.13931622793126		
387.345	98.820	110.351	123.689	0.148235049873029		
387.703	110.351	114.590	130.640	0.122945468725254		
388.062	110.860	116.625	134.030	0.13297836457664		
388.420	103.908	118.320	134.877	0.181458044054507		
388.778	105.603	114.590	138.776	0.192979991325638		
389.137	102.381	120.355	129.283	0.151191287806997		
389.495	103.229	113.234	130.640	0.151935576934412		
389.853	103.060	111.369	123.859	0.11782192418541		
390.212	112.556	115.268	121.146	0.0492479488882708		
390.570	105.603	115.099	119.281	0.0812698257844265		
390.928	101.873	111.877	124.706	0.135230265704352		
391.286	106.790	115.608	119.620	0.0764798593844416		
391.644	105.603	112.895	124.198	0.110539326732052		
392.003	103.060	115.777	125.215	0.134807088900064		
392.361	99.329	118.659	116.229	0.100446995121785		
392.719	110.012	119.507	109.447	-0.0033732418021198		
393.077	100.177	122.220	112.160	0.0706949544669224		
393.435	96.446	120.185	111.821	0.0929929502677244		
393.793	94.920	114.760	113.347	0.108354707984659		
394.151	101.025	113.403	120.129	0.11523679956901		
394.509	100.346	112.725	121.146	0.120727149782372		
394.867	100.007	112.725	127.588	0.161375448956617		
395.224	115.608	110.351	118.433	0.0159234656603401		
395.582	109.843	112.895	107.751	-0.0115352377107841		
395.940	115.438	110.860	103.512	-0.065547136299948		
396.298	109.843	113.573	108.260	-0.00866445167799642		
396.656	104.416	105.943	103.851	-0.00309319857552499		
397.013	90.001	110.351	106.734	0.0938793374840186		
397.371	92.545	109.843	112.499	0.110199972706829		
397.729	82.538	111.199	120.807	0.209606288626472		
398.086	82.199	109.503	125.554	0.23522040041004		
398.444	88.644	108.486	115.890	0.147805163227218		
398.801	93.563	112.216	118.433	0.139146041940475		
399.159	91.188	110.690	118.603	0.151652081492569		
399.516	89.832	111.877	106.056	0.0867872522349858		
399.874	89.492	118.490	97.577	0.0445200719573294		
400.231	85.252	122.728	108.430	0.129840196912929		
400.589	77.280	120.016	109.277	0.184176408740232		
400.946	80.503	126.288	109.447	0.164062809341588		
401.304	81.860	116.116	115.551	0.190882667814542		
401.661	73.208	112.047	112.160	0.228621366903868		
402.018	82.877	123.745	107.921	0.147022157531064		
402.375	85.422	129.509	116.229	0.179946064996638		
402.733	88.475	132.730	110.634	0.131253619373775		
403.090	90.001	142.731	107.582	0.102571924842114		
403.447	97.972	131.883	115.551	0.104199850511888		
403.804	85.930	125.102	111.990	0.150456096282193		
404.161	95.768	120.694	104.869	0.0513633136279537		
404.518	95.768	113.912	108.938	0.0762763081905495		
404.876	90.171	112.047	110.125	0.116654755399161		
405.233	90.001	121.372	103.003	0.075573528245789		
405.590	98.820	112.386	106.903	0.0475879624385991		
405.947	90.680	112.216	112.669	0.12874884848653		
406.304	89.323	111.199	104.360	0.0868685147401744		
406.660	93.563	105.603	111.990	0.105760949320914		
407.017	99.668	106.112	109.108	0.053967640914206		
407.374	92.376	108.316	115.212	0.129355722795208		
407.731	91.867	107.130	104.360	0.0711684744875514		
408.088	86.779	106.451	118.094	0.181081362378914		
408.445	86.100	103.908	109.616	0.135208124985872		
408.801	80.333	100.855	123.859	0.257313205324434		
409.158	78.467	107.808	124.876	0.276732699273228		
409.515	88.475	112.386	134.369	0.269894342911839		
409.871	89.832	106.112	126.232	0.213578142690341		
410.228	93.732	123.237	134.708	0.236875961698912		
410.585	93.393	129.679	134.708	0.234648634635234		
410.941	104.756	134.425	132.843	0.159997413929362		
411.298	96.785	123.915	131.318	0.195655457292829		
